...1,ai_help_received,ai_suggestion,ai_suggestion_correct,base_probability,correct,manual_ai_requested,manual_request_time,num_columns,response_col,response_time,seed,target_column_index,target_probability,timed_out,total_score_after_trial,trial_number,participant_id,popup_response,popup_response_time,toggle_state_at_start,toggle_used_during_trial,toggle_switch_time,condition,study_name,open_feedback,total_duration_seconds,tutorial_attempts,How annoying was the AI assistant?,How attentive were you to the AI assistant's suggestions?,How distracting was the AI assistant?,How much did the AI assistant improve your performance?,How useful was the AI assistant?,popup_events,popup_mode,prob_diff,order
1821,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,3,5.1399998664856,28,3,0.3,FALSE,15,28,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.2,hard_first
1822,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,3,5.04900026321411,29,3,0.3,FALSE,16,29,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.2,hard_first
1823,FALSE,NA,NA,0.1,FALSE,FALSE,NA,10,1,14.0769999027252,3,0,0.11,FALSE,2,3,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.01,hard_first
1824,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,1,6.66000008583069,30,1,0.3,FALSE,17,30,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.2,hard_first
1825,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,8,5.0239999294281,31,8,0.4,FALSE,18,31,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.3,hard_first
1826,FALSE,NA,NA,0.1,FALSE,FALSE,NA,10,4,5.12199997901917,32,9,0.4,FALSE,18,32,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.3,hard_first
1827,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,1,5.83999991416931,33,1,0.4,FALSE,19,33,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.3,hard_first
1828,FALSE,NA,NA,0.1,FALSE,FALSE,NA,10,3,7.85999989509583,34,9,0.4,FALSE,19,34,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.3,hard_first
1829,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,8,5.19000029563904,35,8,0.4,FALSE,20,35,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.3,hard_first
1830,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,7,5.05099964141846,36,7,0.4,FALSE,21,36,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.3,hard_first
1831,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,0,5.00699996948242,37,0,0.4,FALSE,22,37,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.3,hard_first
1832,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,6,5.03200006484985,38,6,0.4,FALSE,23,38,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.3,hard_first
1833,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,3,5.67599987983704,39,3,0.4,FALSE,24,39,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.3,hard_first
1834,FALSE,NA,NA,0.1,FALSE,FALSE,NA,10,4,9.3050000667572,4,7,0.11,FALSE,2,4,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.01,hard_first
1835,FALSE,NA,NA,0.1,TRUE,FALSE,NA,10,3,7.43500018119812,40,3,0.4,FALSE,25,40,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.3,hard_first
1836,FALSE,NA,NA,0.1,FALSE,FALSE,NA,10,6,12.6319999694824,5,3,0.11,FALSE,2,5,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.01,hard_first
1837,FALSE,NA,NA,0.1,FALSE,FALSE,NA,10,3,12.5399997234344,6,2,0.11,FALSE,2,6,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.01,hard_first
1838,FALSE,NA,NA,0.1,FALSE,FALSE,NA,10,3,19.3109996318817,7,9,0.11,FALSE,2,7,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.01,hard_first
1839,FALSE,NA,NA,0.1,FALSE,FALSE,NA,10,2,16.6100001335144,8,9,0.11,FALSE,2,8,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.01,hard_first
1840,FALSE,NA,NA,0.1,FALSE,FALSE,NA,10,1,5.26500034332275,9,6,0.11,FALSE,2,9,2,NA,NA,NA,NA,NA,solicited,Final1-2025-05-13,NA,757.49,2,4,3,3,0,2,NA,always,0.01,hard_first
81,FALSE,NA,NA,0.1,FALSE,NA,NA,10,4,5.74399995803833,1,3,0.11,FALSE,0,1,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.01,hard_first
82,FALSE,NA,NA,0.1,FALSE,NA,NA,10,4,5.08999991416931,10,7,0.11,FALSE,0,10,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.01,hard_first
83,FALSE,NA,NA,0.1,FALSE,NA,NA,10,5,5.87499976158142,11,1,0.2,FALSE,0,11,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
84,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.85199999809265,12,3,0.2,FALSE,1,12,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
85,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,5.8199999332428,13,8,0.2,FALSE,2,13,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
86,FALSE,NA,NA,0.1,TRUE,NA,NA,10,4,6.73099970817566,14,4,0.2,FALSE,3,14,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
87,FALSE,NA,NA,0.1,FALSE,NA,NA,10,1,5.50699996948242,15,5,0.2,FALSE,3,15,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
88,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,5.01999998092651,16,2,0.2,FALSE,4,16,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
89,FALSE,NA,NA,0.1,FALSE,NA,NA,10,8,8.43599987030029,17,0,0.2,FALSE,4,17,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
90,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,5.58799982070923,18,2,0.2,FALSE,5,18,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
91,FALSE,NA,NA,0.1,FALSE,NA,NA,10,6,7.59299993515015,19,8,0.2,FALSE,5,19,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
92,FALSE,NA,NA,0.1,FALSE,NA,NA,10,7,5.41600012779236,2,9,0.11,FALSE,0,2,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.01,hard_first
93,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,8.29999995231628,20,7,0.2,FALSE,6,20,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
94,FALSE,NA,NA,0.1,TRUE,NA,NA,10,1,6.23600029945374,21,1,0.3,FALSE,7,21,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
95,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,5.49000000953674,22,7,0.3,FALSE,8,22,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
96,FALSE,NA,NA,0.1,FALSE,NA,NA,10,9,7.86700010299683,23,2,0.3,FALSE,8,23,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
97,FALSE,NA,NA,0.1,TRUE,NA,NA,10,5,6.74600005149841,24,5,0.3,FALSE,9,24,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
98,FALSE,NA,NA,0.1,TRUE,NA,NA,10,5,6.37400007247925,25,5,0.3,FALSE,10,25,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
99,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,12.5640003681183,26,2,0.3,FALSE,11,26,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
100,FALSE,NA,NA,0.1,TRUE,NA,NA,10,4,5.23099970817566,27,4,0.3,FALSE,12,27,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
101,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.57699990272522,28,3,0.3,FALSE,13,28,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
102,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,6.09300017356873,29,3,0.3,FALSE,14,29,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
103,FALSE,NA,NA,0.1,FALSE,NA,NA,10,6,6.70000004768372,3,9,0.11,FALSE,0,3,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.01,hard_first
104,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,6.15300011634827,30,7,0.3,FALSE,15,30,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
105,FALSE,NA,NA,0.1,TRUE,NA,NA,10,9,7.33800029754639,31,9,0.4,FALSE,16,31,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.3,hard_first
106,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,5.47199988365173,32,8,0.4,FALSE,17,32,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.3,hard_first
107,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.33500003814697,33,3,0.4,FALSE,18,33,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.3,hard_first
108,FALSE,NA,NA,0.1,TRUE,NA,NA,10,6,5.96900010108948,34,6,0.4,FALSE,19,34,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.3,hard_first
109,FALSE,NA,NA,0.1,TRUE,NA,NA,10,9,8.26300024986267,35,9,0.4,FALSE,20,35,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.3,hard_first
110,FALSE,NA,NA,0.1,TRUE,NA,NA,10,0,5.30999994277954,36,0,0.4,FALSE,21,36,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.3,hard_first
111,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.83999991416931,37,3,0.4,FALSE,22,37,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.3,hard_first
112,FALSE,NA,NA,0.1,TRUE,NA,NA,10,1,5.90499997138977,38,1,0.4,FALSE,23,38,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.3,hard_first
113,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,5.95099973678589,39,8,0.4,FALSE,24,39,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.3,hard_first
114,FALSE,NA,NA,0.1,FALSE,NA,NA,10,5,9.51699995994568,4,9,0.11,FALSE,0,4,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.01,hard_first
115,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,5.68499994277954,40,7,0.4,FALSE,25,40,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.3,hard_first
116,FALSE,NA,NA,0.1,FALSE,NA,NA,10,6,7.66899991035461,5,2,0.11,FALSE,0,5,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.01,hard_first
117,FALSE,NA,NA,0.1,FALSE,NA,NA,10,1,5.57500004768372,6,8,0.11,FALSE,0,6,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.01,hard_first
118,FALSE,NA,NA,0.1,FALSE,NA,NA,10,5,7.10599970817566,7,6,0.11,FALSE,0,7,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.01,hard_first
119,FALSE,NA,NA,0.1,FALSE,NA,NA,10,5,7.92000007629395,8,6,0.11,FALSE,0,8,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.01,hard_first
120,FALSE,NA,NA,0.1,FALSE,NA,NA,10,7,5.65199995040894,9,0,0.11,FALSE,0,9,3,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,NA,466.46,1,NA,NA,NA,NA,NA,NA,NA,0.01,hard_first
121,FALSE,NA,NA,0.1,FALSE,NA,NA,10,7,26.3489999771118,1,2,0.11,FALSE,0,1,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.01,hard_first
122,FALSE,NA,NA,0.1,FALSE,NA,NA,10,9,45.326000213623,10,6,0.11,FALSE,4,10,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.01,hard_first
123,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,11.2189998626709,11,8,0.2,FALSE,5,11,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
124,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,19.6379997730255,12,3,0.2,FALSE,6,12,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
125,FALSE,NA,NA,0.1,TRUE,NA,NA,10,5,33.2639999389648,13,5,0.2,FALSE,7,13,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
126,FALSE,NA,NA,0.1,FALSE,NA,NA,10,3,32.8359999656677,14,8,0.2,FALSE,7,14,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
127,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,29.2199997901917,15,2,0.2,FALSE,8,15,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
128,FALSE,NA,NA,0.1,FALSE,NA,NA,10,0,60,16,0,0.2,TRUE,8,16,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
129,FALSE,NA,NA,0.1,FALSE,NA,NA,10,5,6.21799993515015,17,1,0.2,FALSE,8,17,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
130,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,11.0920000076294,18,7,0.2,FALSE,9,18,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
131,FALSE,NA,NA,0.1,TRUE,NA,NA,10,4,11.3140001296997,19,4,0.2,FALSE,10,19,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
132,FALSE,NA,NA,0.1,FALSE,NA,NA,10,8,42.789999961853,2,9,0.11,FALSE,0,2,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.01,hard_first
133,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,10.6189999580383,20,2,0.2,FALSE,11,20,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.1,hard_first
134,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,5.81099987030029,21,7,0.3,FALSE,12,21,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
135,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,8.93899989128113,22,3,0.3,FALSE,13,22,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
136,FALSE,NA,NA,0.1,TRUE,NA,NA,10,4,10.7820003032684,23,4,0.3,FALSE,14,23,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
137,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,11.1730000972748,24,3,0.3,FALSE,15,24,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
138,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,8.68899989128113,25,7,0.3,FALSE,16,25,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
139,FALSE,NA,NA,0.1,TRUE,NA,NA,10,5,6.42199993133545,26,5,0.3,FALSE,17,26,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
140,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,19.4449999332428,27,2,0.3,FALSE,18,27,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
141,FALSE,NA,NA,0.1,TRUE,NA,NA,10,1,10.1799998283386,28,1,0.3,FALSE,19,28,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
142,FALSE,NA,NA,0.1,TRUE,NA,NA,10,5,10.6329998970032,29,5,0.3,FALSE,20,29,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
143,FALSE,NA,NA,0.1,TRUE,NA,NA,10,9,44.1770000457764,3,9,0.11,FALSE,1,3,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.01,hard_first
144,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,7.36400008201599,30,2,0.3,FALSE,21,30,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.2,hard_first
145,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.0770001411438,31,3,0.4,FALSE,22,31,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.3,hard_first
146,FALSE,NA,NA,0.1,TRUE,NA,NA,10,0,6.54900002479553,32,0,0.4,FALSE,23,32,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.3,hard_first
147,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,6.29400014877319,33,7,0.4,FALSE,24,33,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.3,hard_first
148,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,7.125,34,3,0.4,FALSE,25,34,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.3,hard_first
149,FALSE,NA,NA,0.1,TRUE,NA,NA,10,9,11.8239998817444,35,9,0.4,FALSE,26,35,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.3,hard_first
150,FALSE,NA,NA,0.1,TRUE,NA,NA,10,1,8.07800006866455,36,1,0.4,FALSE,27,36,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.3,hard_first
151,FALSE,NA,NA,0.1,TRUE,NA,NA,10,6,5.60100030899048,37,6,0.4,FALSE,28,37,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.3,hard_first
152,FALSE,NA,NA,0.1,TRUE,NA,NA,10,9,8.51300001144409,38,9,0.4,FALSE,29,38,4,NA,NA,NA,NA,NA,control,Pilot4-2025-04-30-3cond-4diff,I would have liked to see a progress bar but otherwise it was a decent experiment that felt initeresting to do without getting to borinig..,1301.89,1,NA,NA,NA,NA,NA,NA,NA,0.3,hard_first
